URL,Text Chunk,Flesch Reading Ease,Flesch-Kincaid Grade Level,SMOG Index,Gunning Fog Index,Automated Readability Index,Coleman Liau Index,Dale-Chall Readability Score,Linsear Write Formula,Difficult Words,Total Number of Sentences,Total Number of Words,Sentiment,Sentiment Category
https://chemistry.berkeley.edu/ugrad/degrees/,B.S. Chemistry—Materials Chemistry Concn.—Chemistry MinorB.S. Chemical Engineering—Chem E Minor—Chem E Joint MajorsB.S. Chemical BiologyB.A. Chemistry,-29.21,19.2,0.0,13.67,25.0,27.91,18.75,6.25,9,2,15,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,USLI OverviewChemical & Biomolecular EngineeringChemistry and Chemical BiologyCampuswide Initiative Information,-106.87,30.4,0.0,34.71,36.4,46.02,18.12,12.0,8,1,9,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Academics,36.62,8.4,0.0,0.4,21.5,6.8,19.48,-0.5,1,1,1,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,COLLEGE OF CHEMISTRY,59.97,5.6,0.0,1.2,8.3,9.23,9.05,0.5,1,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Undergraduate Student Services,-50.02,21.0,0.0,14.53,24.0,28.55,19.58,1.5,3,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,"121 Gilman HallUniversity of CaliforniaBerkeley, CA 94720-1460(510) 664-5264",4.14,14.7,0.0,13.2,23.2,26.75,23.77,5.0,2,1,8,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Dept of Chemistry,93.81,0.9,0.0,1.2,3.6,3.43,14.31,0.5,1,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,"Graduate Office419 Latimer HallUniversity of CaliforniaBerkeley, CA 94720-1460(510) 642-5882",-22.27,18.6,0.0,16.93,27.0,31.87,23.38,6.5,5,1,9,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Dept of CHEMICAL & BIOMOLECULAR ENGINEERING,-1.29,14.7,0.0,26.0,16.9,21.2,16.52,5.0,3,1,5,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,"Graduate Office201 Gilman HallUniversity of CaliforniaBerkeley, CA 94720-1462(510) 642-2291",-5.35,16.2,0.0,16.93,26.5,31.23,23.38,6.5,4,1,9,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Administration & Support,-91.3,26.5,0.0,20.8,31.4,30.3,19.53,1.5,2,1,2,0.4019,Positive
https://chemistry.berkeley.edu/ugrad/degrees/,"Admin, Finance, TechnologyBuilding AccessCollege RelationsContact UsDiversity, Equity, & InclusionFacilities Operations & Research SafetyInformation for StaffInformation TechnologyJobsShipping & ReceivingStaff DirectoryWebsite Update Request",-141.38,37.5,0.0,33.87,45.4,51.39,19.44,22.5,17,1,18,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,UC Berkeley,77.91,2.9,0.0,0.8,3.1,-1.61,19.53,0.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Berkeley WebsiteBerkeley NewsCampus AdministrationCampus EventsCampus MapThe Campaign for BerkeleyVisiting Berkeley,-31.74,20.2,0.0,20.0,33.5,42.72,16.76,8.0,7,1,10,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Follow us:,77.91,2.9,0.0,0.8,0.8,-7.41,0.1,0.0,0,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Powered by Open Berkeley,75.88,3.7,0.0,1.6,5.3,7.25,11.73,1.0,2,1,4,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,AccessibilityStatement,-470.99,79.2,0.0,40.4,82.7,82.2,19.48,0.5,1,1,1,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,NondiscriminationPolicy Statement,-218.2,44.2,0.0,20.8,54.9,62.2,19.53,1.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,PrivacyStatement,-217.19,43.8,0.0,40.4,54.4,47.4,19.48,0.5,1,1,1,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Copyright © 2025 UC Regents; all rights reserved,81.29,3.7,0.0,2.8,9.7,12.36,17.52,3.0,3,1,7,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/degrees/,Back to Top,119.19,-2.7,0.0,1.2,-5.9,-8.18,0.15,0.5,0,1,3,0.2023,Positive
https://chemistry.berkeley.edu/ugrad/prospective-students,"The central mission of the College of Chemistry is toadvance society through education and research, and we have made it our responsibility to fulfill this mission, year in and year out, for more than 140 years.",43.4,16.2,0.0,17.73,19.6,11.04,10.25,21.0,9,1,36,0.4404,Positive
https://chemistry.berkeley.edu/ugrad/prospective-students,Our two departments provide fundamental and applied studies of an outstanding caliber. The remarkable breadth and depth of resources available to our students readies them as chemists and chemical engineers to address society’s most urgent 21st-century issues.,35.78,12.9,0.0,16.05,16.3,17.23,13.94,13.25,18,2,37,0.8655,Positive
https://chemistry.berkeley.edu/ugrad/prospective-students,"College faculty have been leaders at the frontiers of knowledge since 1872. Current pioneering research includes premier programs in catalysis, thermodynamics, chemical biology,  atmospheric chemistry, the development of polymer, optical and semiconductor materials, and nanoscience, among others.",10.4,16.4,0.0,19.29,20.9,22.04,14.8,14.75,22,2,37,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,"Check out College of Chemistry news articles and featured videos, as well as our biannual college magazine,Catalyst.",45.76,11.1,0.0,13.86,14.8,15.54,10.05,11.5,5,1,17,0.2732,Positive
https://chemistry.berkeley.edu/ugrad/prospective-students,"The College of Chemistry is consistently ranked as one of the best places on earth to learn, teach, and create new tools in the chemical sciences. This is no accident. It’s the direct result of exceptional scholarship as well as thousands and thousands of donations from our loyal alumni and friends.",62.68,8.7,11.2,10.72,10.1,10.15,9.74,10.5,12,3,51,0.8519,Positive
https://chemistry.berkeley.edu/ugrad/prospective-students,Secondary navigation,-49.0,20.6,0.0,20.8,24.3,24.5,19.53,1.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Quick Links,120.21,-3.1,0.0,0.8,3.1,-1.61,11.63,0.0,0,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Prospective Undergraduates,-91.3,26.5,0.0,20.8,38.4,41.9,19.53,1.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,"The undergraduate majors at the College of Chemistry, UC Berkeley provides training for students planning careers in the chemical sciences and also for those whose interests lie in biology, medicine, earth sciences, secondary education, business, and law.",17.0,20.1,0.0,20.21,25.0,16.55,12.3,23.5,15,1,37,0.25,Positive
https://chemistry.berkeley.edu/ugrad/prospective-students,USLI OverviewChemical & Biomolecular EngineeringChemistry and Chemical BiologyCampuswide Initiative Information,-106.87,30.4,0.0,34.71,36.4,46.02,18.12,12.0,8,1,9,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Undergraduate Degrees,-91.3,26.5,0.0,20.8,26.7,27.4,19.53,1.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Detailed information on undergraduatedegree programs and requirements.,-45.62,21.4,0.0,19.94,25.1,32.26,15.26,5.5,5,1,7,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Undergraduate Admission,-133.6,32.4,0.0,40.8,31.4,33.2,19.53,2.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Apply for undergraduate admission to UC Berkeley.,22.07,11.9,0.0,14.23,11.0,14.86,15.26,4.5,4,1,7,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Academics,36.62,8.4,0.0,0.4,21.5,6.8,19.48,-0.5,1,1,1,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,COLLEGE OF CHEMISTRY,59.97,5.6,0.0,1.2,8.3,9.23,9.05,0.5,1,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Undergraduate Student Services,-50.02,21.0,0.0,14.53,24.0,28.55,19.58,1.5,3,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,"121 Gilman HallUniversity of CaliforniaBerkeley, CA 94720-1460(510) 664-5264",4.14,14.7,0.0,13.2,23.2,26.75,23.77,5.0,2,1,8,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Dept of Chemistry,93.81,0.9,0.0,1.2,3.6,3.43,14.31,0.5,1,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,"Graduate Office419 Latimer HallUniversity of CaliforniaBerkeley, CA 94720-1460(510) 642-5882",-22.27,18.6,0.0,16.93,27.0,31.87,23.38,6.5,5,1,9,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Dept of CHEMICAL & BIOMOLECULAR ENGINEERING,-1.29,14.7,0.0,26.0,16.9,21.2,16.52,5.0,3,1,5,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,"Graduate Office201 Gilman HallUniversity of CaliforniaBerkeley, CA 94720-1462(510) 642-2291",-5.35,16.2,0.0,16.93,26.5,31.23,23.38,6.5,4,1,9,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Administration & Support,-91.3,26.5,0.0,20.8,31.4,30.3,19.53,1.5,2,1,2,0.4019,Positive
https://chemistry.berkeley.edu/ugrad/prospective-students,"Admin, Finance, TechnologyBuilding AccessCollege RelationsContact UsDiversity, Equity, & InclusionFacilities Operations & Research SafetyInformation for StaffInformation TechnologyJobsShipping & ReceivingStaff DirectoryWebsite Update Request",-141.38,37.5,0.0,33.87,45.4,51.39,19.44,22.5,17,1,18,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,UC Berkeley,77.91,2.9,0.0,0.8,3.1,-1.61,19.53,0.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Berkeley WebsiteBerkeley NewsCampus AdministrationCampus EventsCampus MapThe Campaign for BerkeleyVisiting Berkeley,-31.74,20.2,0.0,20.0,33.5,42.72,16.76,8.0,7,1,10,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Follow us:,77.91,2.9,0.0,0.8,0.8,-7.41,0.1,0.0,0,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Powered by Open Berkeley,75.88,3.7,0.0,1.6,5.3,7.25,11.73,1.0,2,1,4,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,AccessibilityStatement,-470.99,79.2,0.0,40.4,82.7,82.2,19.48,0.5,1,1,1,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,NondiscriminationPolicy Statement,-218.2,44.2,0.0,20.8,54.9,62.2,19.53,1.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,PrivacyStatement,-217.19,43.8,0.0,40.4,54.4,47.4,19.48,0.5,1,1,1,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Copyright © 2025 UC Regents; all rights reserved,81.29,3.7,0.0,2.8,9.7,12.36,17.52,3.0,3,1,7,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/prospective-students,Back to Top,119.19,-2.7,0.0,1.2,-5.9,-8.18,0.15,0.5,0,1,3,0.2023,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"The central mission of the College of Chemistry is toadvance society through education and research, and we have made it our responsibility to fulfill this mission, year in and year out, for more than 140 years.",43.4,16.2,0.0,17.73,19.6,11.04,10.25,21.0,9,1,36,0.4404,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Our two departments provide fundamental and applied studies of an outstanding caliber. The remarkable breadth and depth of resources available to our students readies them as chemists and chemical engineers to address society’s most urgent 21st-century issues.,35.78,12.9,0.0,16.05,16.3,17.23,13.94,13.25,18,2,37,0.8655,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"College faculty have been leaders at the frontiers of knowledge since 1872. Current pioneering research includes premier programs in catalysis, thermodynamics, chemical biology,  atmospheric chemistry, the development of polymer, optical and semiconductor materials, and nanoscience, among others.",10.4,16.4,0.0,19.29,20.9,22.04,14.8,14.75,22,2,37,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Check out College of Chemistry news articles and featured videos, as well as our biannual college magazine,Catalyst.",45.76,11.1,0.0,13.86,14.8,15.54,10.05,11.5,5,1,17,0.2732,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"The College of Chemistry is consistently ranked as one of the best places on earth to learn, teach, and create new tools in the chemical sciences. This is no accident. It’s the direct result of exceptional scholarship as well as thousands and thousands of donations from our loyal alumni and friends.",62.68,8.7,11.2,10.72,10.1,10.15,9.74,10.5,12,3,51,0.8519,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Secondary navigation,-49.0,20.6,0.0,20.8,24.3,24.5,19.53,1.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Quick Links,120.21,-3.1,0.0,0.8,3.1,-1.61,11.63,0.0,0,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Enrollment Advising,-49.0,20.6,0.0,40.8,22.0,21.6,19.53,2.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Undergraduate Student Services,-50.02,21.0,0.0,14.53,24.0,28.55,19.58,1.5,3,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Enrollment Advising,-49.0,20.6,0.0,40.8,22.0,21.6,19.53,2.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Advising Period for Spring 2025 enrollment is Sept 30-Oct 11.,61.33,7.2,0.0,16.0,8.1,10.24,16.76,7.0,3,1,10,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,We strongly recommend that you set up an appointment with afaculty mentorduring the Advising Period. Faculty mentors are there to guide and support your academic and professional development.,31.89,12.3,0.0,19.89,13.2,15.71,11.66,12.0,13,2,28,0.743,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Yourcollege adviserin 121 Gilman  is available to guide you in course selection, completion of degree requirements, and other academic decision-making. Use these links to College of Chemistry degree requirements to plan your Spring 2025 schedule:",45.25,11.3,0.0,15.0,15.7,16.59,11.27,12.75,11,2,35,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,ChemistryandChemistry Transfer ProgramChemical BiologyandChemical Biology Transfer ProgramChemical EngineeringandChemical Engineering Transfer ProgramChemical Engineering Joint Majors,-128.86,34.7,0.0,22.74,42.7,52.54,14.48,16.0,8,1,14,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,PLEASE NOTE:You will have an advising hold placed on your Spring 2025 enrollment if you fall into one of these categories:,67.08,9.1,0.0,14.11,12.0,10.33,8.44,13.5,3,1,21,0.4648,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,TO RELEASE THE HOLD:You must complete the Spring 2025 Planned Class Schedule at leastfive working daysbefore your Phase 1 appointment. Please fill out the form associated with your adviser:,56.76,8.9,0.0,11.32,12.0,13.74,11.43,8.25,9,2,29,0.3182,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Jahzeel, A-G",120.21,-3.1,0.0,0.8,5.5,-4.51,19.53,0.0,0,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Mellia, I-Q",77.91,2.9,0.0,0.8,3.1,-7.41,19.53,0.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Maritsi (H + some R-X),75.88,3.7,0.0,11.6,1.8,-2.91,19.62,2.5,1,1,4,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Shamaya (some R-X),119.19,-2.7,0.0,1.2,5.2,-0.46,19.58,0.5,0,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Maura (Y-Z),77.91,2.9,0.0,0.8,3.1,-10.31,27.42,0.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"If you don't fall into one of the categories above, you do not have an advising hold–please do NOT complete the Planned Class Schedule form. If you would like to discuss your Spring schedule and/or have questions about the enrollment process, please meet with aPeer Advisor. If you have further questions, you're welcome to contact yourCollege Adviser, or use these YouCanBookMe links to make an appointment:",66.07,9.5,12.5,13.65,14.1,11.89,8.79,13.666666666666666,13,3,66,0.7783,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Jahzeel Flores Morales,93.81,0.9,0.0,1.2,11.5,13.12,19.58,0.5,1,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Mellia Kanani,77.91,2.9,0.0,0.8,7.8,4.2,19.53,0.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Shamaya Pellum,77.91,2.9,0.0,0.8,10.2,7.1,19.53,0.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Maritsi Perez,35.61,8.8,0.0,20.8,7.8,4.2,19.53,1.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Maura Daly,77.91,2.9,0.0,0.8,0.8,-4.51,19.53,0.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Important Spring 2025 Enrollment Dates,49.48,7.6,0.0,10.0,13.1,17.72,13.36,3.5,1,1,5,0.2023,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Spring 2025 Phase I Enrollment Appointment Schedule,55.91,7.2,0.0,14.23,12.4,17.35,15.26,4.5,3,1,7,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Enrollment appointment dates are based on # of terms in attendance and status. Appointments begin during the specified period below, and continue until the end of Phase 1.",49.31,9.7,0.0,15.77,10.4,12.23,11.91,10.5,8,2,27,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,↑ page top,120.21,-3.1,0.0,0.8,-1.7,-10.31,0.1,0.5,0,1,2,0.2023,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Enrolling in Classes,59.97,5.6,0.0,1.2,8.3,9.23,14.31,0.5,2,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"The College of Chemistry unit minimum is 13; the maximum is 20.5. If you plan to enroll in fewer than 13 units, please complete theundergraduate student petitionand turn it in to your staff adviser. You may request permission to enroll in more than 20.5 units during the second week of instruction; complete theundergraduate student petitionand turn it in to your staff adviser.",55.74,9.3,12.2,10.72,10.4,11.31,9.24,10.25,13,4,62,0.3182,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Exception:If you plan to graduate at the end of the semester, you are not required to get approval to enroll in fewer than 13 units.",63.02,10.7,0.0,14.8,11.4,7.38,10.56,15.5,7,1,25,0.4767,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Low Grades:If you receive a grade of D+ or lower in a chemical engineering or chemistry course for which a grade of C- or higher is required,you must repeat the course at UC Berkeley.",53.89,14.2,0.0,15.95,16.3,8.02,10.43,20.0,7,1,34,-0.5106,Negative
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,↑ page top,120.21,-3.1,0.0,0.8,-1.7,-10.31,0.1,0.5,0,1,2,0.2023,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Class Schedule Change Deadlines,75.88,3.7,0.0,1.6,13.5,17.4,11.73,1.0,2,1,4,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"If you wish to make any changes to your Planned Class Schedule after it is approved, you arerequiredto contact your staff adviser for approval of the changes.Failure to obtain staff adviser approval before you make changes can result in disciplinary action.",59.13,10.1,0.0,11.13,13.7,13.0,10.05,12.75,11,2,41,0.8934,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Details on deadlines to add and drop courses and to change grading options are as follows:,72.16,7.2,0.0,6.4,8.7,9.28,10.35,7.0,6,1,16,-0.2732,Negative
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Note:Check with the instructor before adding a class that you have not been attending to make sure that you can catch up with the class. The lectures and course work you have missed may diminish your chances of performing well in the course.,83.49,7.0,0.0,12.32,11.1,9.17,7.64,12.75,5,2,43,0.4588,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Charts of the deadline datescan be found at:,88.74,2.9,0.0,3.2,4.4,6.45,9.95,3.0,2,1,8,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"College policy requires students to finalize their class schedules by the established deadlines. If you need to add or drop a class, change a grading option,* or change the unit value in a variable course after the deadline, submit theOne-Time Late Schedule Change Request.",57.61,10.7,0.0,11.53,14.2,12.13,10.47,12.5,14,2,44,0.0772,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,*Students are restricted to one (1) late schedule change in Fall or Spring during their undergraduate career; Summer Session courses are exempt.,49.15,11.9,0.0,12.44,15.9,13.81,11.19,13.0,8,1,22,-0.296,Negative
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"If you have any questions, please drop by the Undergraduate Advising Office in 121 Gilman Hall, or contact yourcollege adviser",42.72,12.3,0.0,16.0,13.8,13.17,10.94,14.0,6,1,20,0.0516,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,↑ page top,120.21,-3.1,0.0,0.8,-1.7,-10.31,0.1,0.5,0,1,2,0.2023,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Transfer & Exam Credit Info,33.58,9.6,0.0,1.6,7.7,8.7,19.62,1.5,4,1,4,0.3818,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"New Students:All credit-bearing exams (e.g. AP, IB, GCE A-Level) and transfer course-work submitted by new freshmen and transfer students prior to their arrival at Berkeley is reviewed by Berkeley's Central Evaluation Unit as part of the initial transfer credit review process. This review process is generally completed by the end of December for students admitted to Berkeley in the fall semester.",42.41,12.4,12.5,12.05,14.9,13.69,11.37,12.833333333333334,19,3,61,0.4588,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"After the initial transfer credit review is complete, please direct any questions or concerns about missing transfer work to theCentral Evaluation Unitby opening a case withCal Student Central.",26.14,16.6,0.0,14.06,20.5,17.0,12.92,16.0,14,1,28,0.4019,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Continuing studentsin the College of Chemistry who wish to satisfy requirements at another institution are subject to the following restrictions:,17.34,15.8,0.0,18.0,18.2,18.97,10.16,17.0,7,1,20,0.6908,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,↑ page top,120.21,-3.1,0.0,0.8,-1.7,-10.31,0.1,0.5,0,1,2,0.2023,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Advising Period,-49.0,20.6,0.0,40.8,12.5,10.0,19.53,2.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Advising Period for Spring 2025 enrollment is Sept 30-Oct 11.,61.33,7.2,0.0,16.0,8.1,10.24,16.76,7.0,3,1,10,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,College Advisers,-6.7,14.7,0.0,20.8,14.9,12.9,11.63,1.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Find your Staff Adviser,75.88,3.7,0.0,11.6,4.1,5.8,11.73,2.0,1,1,4,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,COLLEGE OF CHEMISTRY,59.97,5.6,0.0,1.2,8.3,9.23,9.05,0.5,1,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Undergraduate Student Services,-50.02,21.0,0.0,14.53,24.0,28.55,19.58,1.5,3,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"121 Gilman HallUniversity of CaliforniaBerkeley, CA 94720-1460(510) 664-5264",4.14,14.7,0.0,13.2,23.2,26.75,23.77,5.0,2,1,8,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Dept of Chemistry,93.81,0.9,0.0,1.2,3.6,3.43,14.31,0.5,1,1,3,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Graduate Office419 Latimer HallUniversity of CaliforniaBerkeley, CA 94720-1460(510) 642-5882",-22.27,18.6,0.0,16.93,27.0,31.87,23.38,6.5,5,1,9,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Dept of CHEMICAL & BIOMOLECULAR ENGINEERING,-1.29,14.7,0.0,26.0,16.9,21.2,16.52,5.0,3,1,5,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Graduate Office201 Gilman HallUniversity of CaliforniaBerkeley, CA 94720-1462(510) 642-2291",-5.35,16.2,0.0,16.93,26.5,31.23,23.38,6.5,4,1,9,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Administration & Support,-91.3,26.5,0.0,20.8,31.4,30.3,19.53,1.5,2,1,2,0.4019,Positive
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,"Admin, Finance, TechnologyBuilding AccessCollege RelationsContact UsDiversity, Equity, & InclusionFacilities Operations & Research SafetyInformation for StaffInformation TechnologyJobsShipping & ReceivingStaff DirectoryWebsite Update Request",-141.38,37.5,0.0,33.87,45.4,51.39,19.44,22.5,17,1,18,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,UC Berkeley,77.91,2.9,0.0,0.8,3.1,-1.61,19.53,0.0,1,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Berkeley WebsiteBerkeley NewsCampus AdministrationCampus EventsCampus MapThe Campaign for BerkeleyVisiting Berkeley,-31.74,20.2,0.0,20.0,33.5,42.72,16.76,8.0,7,1,10,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Follow us:,77.91,2.9,0.0,0.8,0.8,-7.41,0.1,0.0,0,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Powered by Open Berkeley,75.88,3.7,0.0,1.6,5.3,7.25,11.73,1.0,2,1,4,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,AccessibilityStatement,-470.99,79.2,0.0,40.4,82.7,82.2,19.48,0.5,1,1,1,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,NondiscriminationPolicy Statement,-218.2,44.2,0.0,20.8,54.9,62.2,19.53,1.0,2,1,2,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,PrivacyStatement,-217.19,43.8,0.0,40.4,54.4,47.4,19.48,0.5,1,1,1,0.0,Neutral
https://chemistry.berkeley.edu/ugrad/current-students/enrollment-advising,Copyright © 2025 UC Regents; all rights reserved,81.29,3.7,0.0,2.8,9.7,12.36,17.52,3.0,3,1,7,0.0,Neutral
